PERSONID,RECORDACTIVITYDATE,TESTSCORE,TESTSCORETYPERAW,TESTDATE
31241,12/14/2007 15:35:11,24,A03,02/17/2006 13:50:20
31241,12/14/2007 15:35:11,22,A04,02/17/2006 13:50:20
31243,12/14/2007 15:41:25,791,S01,02/20/2006 21:14:30
31243,12/14/2007 15:41:25,1906,SATC,02/20/2006 21:14:30
31243,12/14/2007 15:41:25,558,S07,02/20/2006 21:14:30
31243,12/14/2007 15:41:25,557,S02,02/20/2006 21:14:30
31246,09/12/2011 21:36:24,32,A01,01/10/2006 00:00:00
31246,09/12/2011 21:36:24,30,A02,01/10/2006 00:00:00
31246,09/12/2011 21:36:24,30,A05,01/10/2006 00:00:00
31248,12/14/2007 15:35:11,527,S01,02/20/2006 16:32:14
31248,12/14/2007 15:35:11,1586,SATC,02/20/2006 16:32:14
31248,12/14/2007 15:35:11,531,S07,02/20/2006 16:32:14
31248,12/14/2007 15:35:11,528,S02,02/20/2006 16:32:14
31249,12/14/2007 15:41:25,34,A01,02/20/2006 21:14:31
31249,12/14/2007 15:41:25,20,A02,02/20/2006 21:14:31
31249,12/14/2007 15:41:25,23,A04,02/20/2006 21:14:31
31249,12/14/2007 15:41:25,21,A03,02/20/2006 21:14:31
31249,12/14/2007 15:41:25,1700,SATC,05/21/2006 21:14:31
31249,12/14/2007 15:41:25,524,S01,05/21/2006 21:14:31
31249,12/14/2007 15:41:25,406,S02,05/21/2006 21:14:31
31249,12/14/2007 15:41:25,770,S07,05/21/2006 21:14:31
31249,12/14/2007 15:41:25,24,A05,02/20/2006 21:14:31
31250,12/14/2007 15:35:11,20,A01,08/24/2005 21:14:32
31250,12/14/2007 15:35:11,30,A02,08/24/2005 21:14:32
31250,12/14/2007 15:35:11,25,A04,08/24/2005 21:14:32
31250,12/14/2007 15:35:11,30,A03,08/24/2005 21:14:32
31250,12/14/2007 15:35:11,1839,SATC,11/22/2005 21:14:32
31250,12/14/2007 15:35:11,692,S01,11/22/2005 21:14:32
31250,12/14/2007 15:35:11,562,S02,11/22/2005 21:14:32
31250,12/14/2007 15:35:11,585,S07,11/22/2005 21:14:32
31250,12/14/2007 15:35:11,26,A05,08/24/2005 21:14:32
31251,12/14/2007 15:35:11,33,A01,09/04/2005 12:10:56
31251,12/14/2007 15:35:11,20,A02,09/04/2005 12:10:56
31251,12/14/2007 15:35:11,27,A05,09/04/2005 12:10:56
31251,12/14/2007 15:35:11,30,A03,09/04/2005 12:10:56
31251,12/14/2007 15:35:11,25,A04,09/04/2005 12:10:56
31253,02/21/2006 00:00:00,34,A05,08/15/2005 00:00:00
31253,02/21/2006 15:26:44,1510,SATT,08/15/2005 00:00:00
31254,12/14/2007 15:35:11,692,S01,02/21/2006 15:25:28
31254,12/14/2007 15:35:11,1671,SATC,02/21/2006 15:25:28
31254,12/14/2007 15:35:11,472,S07,02/21/2006 15:25:28
31254,12/14/2007 15:35:11,507,S02,02/21/2006 15:25:28
31255,12/14/2007 15:35:11,27,A01,08/25/2005 15:58:19
31255,12/14/2007 15:35:11,26,A02,08/25/2005 15:58:19
31255,12/14/2007 15:35:11,25,A04,08/25/2005 15:58:19
31255,12/14/2007 15:35:11,20,A03,08/25/2005 15:58:19
31255,12/14/2007 15:35:11,1590,SATC,11/23/2005 15:58:19
31255,12/14/2007 15:35:11,476,S01,11/23/2005 15:58:19
31255,12/14/2007 15:35:11,508,S02,11/23/2005 15:58:19
31255,12/14/2007 15:35:11,606,S07,11/23/2005 15:58:19
31255,12/14/2007 15:35:11,24,A05,08/25/2005 15:58:19
31256,02/21/2006 00:00:00,29,A05,04/20/2005 00:00:00
31256,02/21/2006 16:11:46,1280,SATT,04/20/2005 00:00:00
31257,02/21/2006 00:00:00,29,A05,04/15/2005 00:00:00
31257,02/21/2006 21:25:49,1280,SATT,04/15/2005 00:00:00
31260,12/14/2007 15:41:25,22,A01,02/22/2006 11:23:01
31260,12/14/2007 15:41:25,35,A02,02/22/2006 11:23:01
31260,12/14/2007 15:41:25,29,A05,02/22/2006 11:23:01
31260,12/14/2007 15:41:25,26,A03,02/22/2006 11:23:01
31260,12/14/2007 15:41:25,34,A04,02/22/2006 11:23:01
31262,02/22/2006 00:00:00,1200,GREC,07/15/2005 00:00:00
31264,12/14/2007 15:35:11,22,A01,08/30/2005 08:36:29
31264,12/14/2007 15:35:11,19,A02,08/30/2005 08:36:29
31264,12/14/2007 15:35:11,26,A05,08/30/2005 08:36:29
31264,12/14/2007 15:35:11,32,A03,08/30/2005 08:36:29
31264,12/14/2007 15:35:11,32,A04,08/30/2005 08:36:29
31265,02/26/2006 18:26:15,30,A05,12/01/2005 00:00:00
31266,02/26/2006 19:12:46,30,A05,12/01/2004 00:00:00
31267,02/26/2006 19:17:11,30,A05,12/01/2004 00:00:00
31267,07/15/2008 12:09:27,29,A05,12/02/2004 00:00:00
31268,12/14/2007 15:35:11,766,S01,02/26/2006 19:31:33
31268,12/14/2007 15:35:11,1905,SATC,02/26/2006 19:31:33
31268,12/14/2007 15:35:11,691,S07,02/26/2006 19:31:33
31268,12/14/2007 15:35:11,448,S02,02/26/2006 19:31:33
31269,02/26/2006 21:06:17,30,A05,12/01/2004 00:00:00
31270,12/14/2007 15:35:11,35,A01,02/26/2006 00:00:00
31270,12/14/2007 15:35:11,29,A02,02/26/2006 00:00:00
31270,12/14/2007 15:35:11,29,A04,02/26/2006 00:00:00
31270,12/14/2007 15:35:11,29,A03,02/26/2006 00:00:00
31270,12/14/2007 15:35:11,1627,SATC,05/27/2006 00:00:00
31270,12/14/2007 15:35:11,456,S01,05/27/2006 00:00:00
31270,12/14/2007 15:35:11,555,S02,05/27/2006 00:00:00
31270,12/14/2007 15:35:11,616,S07,05/27/2006 00:00:00
31270,12/14/2007 15:35:11,30,A05,02/26/2006 00:00:00
31271,12/14/2007 15:35:11,23,A01,02/26/2006 21:39:04
31271,12/14/2007 15:35:11,24,A02,02/26/2006 21:39:04
31271,12/14/2007 15:35:11,25,A05,02/26/2006 21:39:04
31271,12/14/2007 15:35:11,22,A03,02/26/2006 21:39:04
31271,12/14/2007 15:35:11,34,A04,02/26/2006 21:39:04
31272,02/26/2006 00:00:00,30,A05,12/01/2004 00:00:00
31272,02/26/2006 23:11:37,1320,SATT,12/01/2004 00:00:00
31273,12/14/2007 15:35:11,464,S01,02/26/2006 23:23:49
31273,12/14/2007 15:35:11,1766,SATC,02/26/2006 23:23:49
31273,12/14/2007 15:35:11,601,S07,02/26/2006 23:23:49
31273,12/14/2007 15:35:11,701,S02,02/26/2006 23:23:49
31274,02/28/2006 00:00:00,1260,GREC,02/28/2006 00:00:00
31275,12/14/2007 15:35:11,20,A01,02/27/2006 14:18:48
31275,12/14/2007 15:35:11,24,A02,02/27/2006 14:18:48
31275,12/14/2007 15:35:11,33,A04,02/27/2006 14:18:48
31275,12/14/2007 15:35:11,29,A03,02/27/2006 14:18:48
31275,12/14/2007 15:35:11,1785,SATC,05/28/2006 14:18:48
31275,12/14/2007 15:35:11,797,S01,05/28/2006 14:18:48
31275,12/14/2007 15:35:11,444,S02,05/28/2006 14:18:48
31275,12/14/2007 15:35:11,544,S07,05/28/2006 14:18:48
31275,12/14/2007 15:35:11,26,A05,02/27/2006 14:18:48
31276,12/14/2007 15:35:11,23,A01,02/27/2006 14:18:49
31276,12/14/2007 15:35:11,27,A02,02/27/2006 14:18:49
31276,12/14/2007 15:35:11,27,A05,02/27/2006 14:18:49
31276,12/14/2007 15:35:11,28,A03,02/27/2006 14:18:49
31276,12/14/2007 15:35:11,33,A04,02/27/2006 14:18:49
31277,02/27/2006 00:00:00,30,A05,12/01/2003 00:00:00
31277,02/27/2006 15:21:40,1320,SATT,12/01/2003 00:00:00
31278,02/27/2006 00:00:00,27,A02,02/27/2006 00:00:00
31278,02/27/2006 00:00:00,29,A01,02/27/2006 00:00:00
31278,02/27/2006 00:00:00,20,A04,02/27/2006 00:00:00
31278,02/27/2006 00:00:00,20,A03,02/27/2006 00:00:00
31280,12/14/2007 15:35:11,560,S01,09/01/2005 10:22:09
31280,12/14/2007 15:35:11,1807,SATC,09/01/2005 10:22:09
31280,12/14/2007 15:35:11,795,S07,09/01/2005 10:22:09
31280,12/14/2007 15:35:11,452,S02,09/01/2005 10:22:09
31281,12/14/2007 15:35:11,28,A01,02/28/2006 10:48:14
31281,12/14/2007 15:35:11,27,A02,02/28/2006 10:48:14
31281,12/14/2007 15:35:11,25,A04,02/28/2006 10:48:14
31281,12/14/2007 15:35:11,31,A03,02/28/2006 10:48:14
31281,12/14/2007 15:35:11,1465,SATC,05/29/2006 10:48:14
31281,12/14/2007 15:35:11,428,S01,05/29/2006 10:48:14
31281,12/14/2007 15:35:11,440,S02,05/29/2006 10:48:14
31281,12/14/2007 15:35:11,597,S07,05/29/2006 10:48:14
31281,12/14/2007 15:35:11,27,A05,02/28/2006 10:48:14
31282,12/14/2007 15:35:11,23,A01,02/28/2006 11:14:45
31282,12/14/2007 15:35:11,32,A02,02/28/2006 11:14:45
31282,12/14/2007 15:35:11,23,A05,02/28/2006 11:14:45
31282,12/14/2007 15:35:11,18,A03,02/28/2006 11:14:45
31282,12/14/2007 15:35:11,22,A04,02/28/2006 11:14:45
31283,12/14/2007 15:35:11,644,S01,02/28/2006 00:00:00
31283,12/14/2007 15:35:11,1764,SATC,02/28/2006 00:00:00
31283,12/14/2007 15:35:11,693,S07,02/28/2006 00:00:00
31283,12/14/2007 15:35:11,427,S02,02/28/2006 00:00:00
31287,12/14/2007 15:35:11,81,G01,09/02/2005 18:04:41
31287,12/14/2007 15:35:11,72,G05,09/02/2005 18:04:41
31287,12/14/2007 15:35:11,80,G02,09/02/2005 18:04:41
31287,12/14/2007 15:35:11,56,G04,09/02/2005 18:04:41
31288,12/14/2007 15:35:11,29,A02,09/02/2005 18:08:11
31288,12/14/2007 15:35:11,24,A04,09/02/2005 18:08:11
31288,12/14/2007 15:35:11,23,A01,09/02/2005 18:08:11
31288,12/14/2007 15:35:11,33,A03,09/02/2005 18:08:11
31288,12/14/2007 15:35:11,1670,SATC,12/01/2005 18:08:11
31288,12/14/2007 15:35:11,430,S01,12/01/2005 18:08:11
31288,12/14/2007 15:35:11,765,S02,12/01/2005 18:08:11
31288,12/14/2007 15:35:11,475,S07,12/01/2005 18:08:11
31288,12/14/2007 15:35:11,27,A05,09/02/2005 18:08:11
31289,12/14/2007 15:35:11,22,A01,03/01/2006 18:09:18
31289,12/14/2007 15:35:11,29,A02,03/01/2006 18:09:18
31289,12/14/2007 15:35:11,26,A05,03/01/2006 18:09:18
31289,12/14/2007 15:35:11,27,A03,03/01/2006 18:09:18
31289,12/14/2007 15:35:11,28,A04,03/01/2006 18:09:18
31290,12/14/2007 15:35:11,426,GR01,09/02/2005 18:59:19
31290,12/14/2007 15:35:11,707,GR02,09/02/2005 18:59:19
31290,12/14/2007 15:35:11,458,GREC,09/02/2005 18:59:19
31290,12/14/2007 15:35:11,698,GR03,09/02/2005 18:59:19
31290,12/14/2007 15:35:11,4,GR05,09/02/2005 18:59:19
31293,12/14/2007 15:35:11,792,S02,03/02/2006 11:23:20
31293,12/14/2007 15:35:11,760,S01,03/02/2006 11:23:20
31293,12/14/2007 15:35:11,1967,SATC,03/02/2006 11:23:20
31293,12/14/2007 15:35:11,415,S07,03/02/2006 11:23:20
31295,12/14/2007 15:35:11,25,A01,03/03/2006 10:24:34
31295,12/14/2007 15:35:11,35,A02,03/03/2006 10:24:34
31295,12/14/2007 15:35:11,30,A04,03/03/2006 10:24:34
31295,12/14/2007 15:35:11,26,A03,03/03/2006 10:24:34
31295,12/14/2007 15:35:11,1793,SATC,06/01/2006 10:24:34
31295,12/14/2007 15:35:11,628,S01,06/01/2006 10:24:34
31295,12/14/2007 15:35:11,701,S02,06/01/2006 10:24:34
31295,12/14/2007 15:35:11,464,S07,06/01/2006 10:24:34
31295,12/14/2007 15:35:11,29,A05,03/03/2006 10:24:34
31297,03/07/2006 00:00:00,31,A02,03/01/2006 00:00:00
31297,03/07/2006 00:00:00,30,A01,03/01/2006 00:00:00
31299,12/14/2007 15:35:11,35,A01,09/08/2005 01:13:07
31299,12/14/2007 15:35:11,34,A02,09/08/2005 01:13:07
31299,12/14/2007 15:35:11,30,A05,09/08/2005 01:13:07
31299,12/14/2007 15:35:11,29,A03,09/08/2005 01:13:07
31299,12/14/2007 15:35:11,24,A04,09/08/2005 01:13:07
31303,12/14/2007 15:35:11,501,S01,03/10/2006 14:44:47
31303,12/14/2007 15:35:11,1947,SATC,03/10/2006 14:44:47
31303,12/14/2007 15:35:11,654,S07,03/10/2006 14:44:47
31303,12/14/2007 15:35:11,792,S02,03/10/2006 14:44:47
31306,12/14/2007 15:35:11,21,A01,03/12/2006 00:00:00
31306,12/14/2007 15:35:11,22,A02,03/12/2006 00:00:00
31306,12/14/2007 15:35:11,25,A04,03/12/2006 00:00:00
31306,12/14/2007 15:35:11,26,A03,03/12/2006 00:00:00
31306,12/14/2007 15:35:11,1627,SATC,06/10/2006 00:00:00
31306,12/14/2007 15:35:11,417,S01,06/10/2006 00:00:00
31306,12/14/2007 15:35:11,471,S02,06/10/2006 00:00:00
31306,12/14/2007 15:35:11,739,S07,06/10/2006 00:00:00
31306,12/14/2007 15:35:11,23,A05,03/12/2006 00:00:00
31307,12/14/2007 15:41:25,598,S01,03/13/2006 11:07:00
31307,12/14/2007 15:41:25,1832,SATC,03/13/2006 11:07:00
31307,12/14/2007 15:41:25,574,S07,03/13/2006 11:07:00
31307,12/14/2007 15:41:25,660,S02,03/13/2006 11:07:00
31308,12/14/2007 15:35:11,21,A01,03/13/2006 11:18:30
31308,12/14/2007 15:35:11,18,A02,03/13/2006 11:18:30
31308,12/14/2007 15:35:11,20,A05,03/13/2006 11:18:30
31308,12/14/2007 15:35:11,20,A03,03/13/2006 11:18:30
31308,12/14/2007 15:35:11,22,A04,03/13/2006 11:18:30
31309,12/14/2007 15:35:11,747,S01,09/14/2005 14:46:05
31309,12/14/2007 15:35:11,1599,SATC,09/14/2005 14:46:05
31309,12/14/2007 15:35:11,412,S07,09/14/2005 14:46:05
31309,12/14/2007 15:35:11,440,S02,09/14/2005 14:46:05
31311,03/14/2006 00:00:00,32,A05,12/01/2004 00:00:00
31311,03/14/2006 11:25:08,1410,SATT,12/01/2004 00:00:00
31312,03/14/2006 00:00:00,32,A05,12/01/2005 00:00:00
31312,03/14/2006 11:27:33,1410,SATT,12/01/2005 00:00:00
31313,12/14/2007 15:35:11,22,A02,03/14/2006 20:07:33
31313,12/14/2007 15:35:11,30,A01,03/14/2006 20:07:33
31313,12/14/2007 15:35:12,1440,SATC,06/12/2006 20:07:33
31313,12/14/2007 15:35:12,424,S01,06/12/2006 20:07:33
31313,12/14/2007 15:35:12,582,S02,06/12/2006 20:07:33
31313,12/14/2007 15:35:12,434,S07,06/12/2006 20:07:33
31313,12/14/2007 15:35:12,18,A03,03/14/2006 20:07:33
31313,12/14/2007 15:35:12,19,A04,03/14/2006 20:07:33
31313,12/14/2007 15:35:12,22,A05,03/14/2006 20:07:33
31314,12/14/2007 15:35:12,30,A01,03/15/2006 05:57:42
31314,12/14/2007 15:35:12,24,A02,03/15/2006 05:57:42
31314,12/14/2007 15:35:12,652,T02,03/15/2006 05:57:42
31314,12/14/2007 15:35:12,29,A03,03/15/2006 05:57:42
31314,12/14/2007 15:35:12,27,A05,03/15/2006 05:57:42
31314,12/14/2007 15:35:12,26,A04,03/15/2006 05:57:42
31315,12/14/2007 15:35:12,491,S01,03/15/2006 07:18:06
31315,12/14/2007 15:35:12,1640,SATC,03/15/2006 07:18:06
31315,12/14/2007 15:35:12,466,S07,03/15/2006 07:18:06
31315,12/14/2007 15:35:12,683,S02,03/15/2006 07:18:06
31318,03/15/2006 00:00:00,29,A05,11/11/2005 00:00:00
31318,03/15/2006 00:00:00,YES,IMUN,03/15/2006 00:00:00
31318,03/15/2006 09:35:54,1280,SATT,11/11/2005 00:00:00
31320,12/14/2007 15:35:12,21,A01,03/15/2006 00:00:00
31320,12/14/2007 15:35:12,33,A02,03/15/2006 00:00:00
31320,12/14/2007 15:35:12,33,A04,03/15/2006 00:00:00
31320,12/14/2007 15:35:12,33,A03,03/15/2006 00:00:00
31320,12/14/2007 15:35:12,2134,SATC,06/13/2006 00:00:00
31320,12/14/2007 15:35:12,793,S01,06/13/2006 00:00:00
31320,12/14/2007 15:35:12,617,S02,06/13/2006 00:00:00
31320,12/14/2007 15:35:12,724,S07,06/13/2006 00:00:00
31320,12/14/2007 15:35:12,30,A05,03/15/2006 00:00:00
31321,03/15/2006 00:00:00,099,CLAS,03/15/2006 00:00:00
31322,12/14/2007 15:35:12,32,A01,03/15/2006 12:31:29
31322,12/14/2007 15:35:12,28,A02,03/15/2006 12:31:29
31322,12/14/2007 15:35:12,24,A05,03/15/2006 12:31:29
31322,12/14/2007 15:35:12,18,A03,03/15/2006 12:31:29
31322,12/14/2007 15:35:12,19,A04,03/15/2006 12:31:29
31323,03/15/2006 00:00:00,33,A05,12/01/2005 00:00:00
31323,03/15/2006 14:39:56,1460,SATT,12/01/2005 00:00:00
31324,12/14/2007 15:35:12,526,S01,09/16/2005 15:32:59
31324,12/14/2007 15:35:12,1889,SATC,09/16/2005 15:32:59
31324,12/14/2007 15:35:12,743,S07,09/16/2005 15:32:59
31324,12/14/2007 15:35:12,620,S02,09/16/2005 15:32:59
31325,03/16/2006 00:00:00,089,CLAS,03/16/2006 00:00:00
31326,12/14/2007 15:35:12,32,A01,09/17/2005 11:10:09
31326,12/14/2007 15:35:12,26,A02,09/17/2005 11:10:09
31326,12/14/2007 15:35:12,23,A04,09/17/2005 11:10:09
31326,12/14/2007 15:35:12,35,A03,09/17/2005 11:10:09
31326,12/14/2007 15:35:12,1697,SATC,12/16/2005 11:10:09
31326,12/14/2007 15:35:12,497,S01,12/16/2005 11:10:09
31326,12/14/2007 15:35:12,404,S02,12/16/2005 11:10:09
31326,12/14/2007 15:35:12,796,S07,12/16/2005 11:10:09
31326,12/14/2007 15:35:12,29,A05,09/17/2005 11:10:09
31327,12/14/2007 15:35:12,32,A01,09/18/2005 06:32:19
31327,12/14/2007 15:35:12,30,A02,09/18/2005 06:32:19
31327,12/14/2007 15:35:12,30,A05,09/18/2005 06:32:19
31327,12/14/2007 15:35:12,24,A03,09/18/2005 06:32:19
31327,12/14/2007 15:35:12,35,A04,09/18/2005 06:32:19
31328,12/14/2007 15:35:12,728,S02,09/17/2005 11:33:09
31328,12/14/2007 15:35:12,441,S01,09/17/2005 11:33:09
31328,12/14/2007 15:35:12,1789,SATC,09/17/2005 11:33:09
31328,12/14/2007 15:35:12,620,S07,09/17/2005 11:33:09
31329,12/14/2007 15:35:12,29,A01,03/16/2006 11:35:12
31329,12/14/2007 15:35:12,21,A02,03/16/2006 11:35:12
31329,12/14/2007 15:35:12,21,A04,03/16/2006 11:35:12
31329,12/14/2007 15:35:12,24,A03,03/16/2006 11:35:12
31329,12/14/2007 15:35:12,1856,SATC,06/14/2006 11:35:12
31329,12/14/2007 15:35:12,693,S01,06/14/2006 11:35:12
31329,12/14/2007 15:35:12,412,S02,06/14/2006 11:35:12
31329,12/14/2007 15:35:12,751,S07,06/14/2006 11:35:12
31329,12/14/2007 15:35:12,23,A05,03/16/2006 11:35:12
31330,03/16/2006 00:00:00,30,A05,03/16/2006 00:00:00
31330,03/16/2006 00:00:00,089,CLAS,03/16/2006 00:00:00
31331,12/14/2007 15:35:12,22,A01,03/17/2006 09:31:40
31331,12/14/2007 15:35:12,30,A02,03/17/2006 09:31:40
31331,12/14/2007 15:35:12,28,A05,03/17/2006 09:31:40
31331,12/14/2007 15:35:12,33,A03,03/17/2006 09:31:40
31331,12/14/2007 15:35:12,30,A04,03/17/2006 09:31:40
31332,12/14/2007 15:35:12,650,S01,03/19/2006 15:24:12
31332,12/14/2007 15:35:12,1865,SATC,03/19/2006 15:24:12
31332,12/14/2007 15:35:12,498,S07,03/19/2006 15:24:12
31332,12/14/2007 15:35:12,717,S02,03/19/2006 15:24:12
31333,12/14/2007 15:35:12,28,A02,03/19/2006 15:23:12
31333,12/14/2007 15:35:12,34,A04,03/19/2006 15:23:12
31333,12/14/2007 15:35:12,22,A03,03/19/2006 15:23:12
31333,12/14/2007 15:35:12,27,A05,03/19/2006 15:23:12
31333,12/14/2007 15:35:12,25,A01,03/19/2006 15:23:12
31333,12/14/2007 15:35:12,400,S02,06/17/2006 15:23:12
31333,12/14/2007 15:35:12,541,S07,06/17/2006 15:23:12
31333,12/14/2007 15:35:12,1565,SATC,06/17/2006 15:23:12
31333,12/14/2007 15:35:12,624,S01,06/17/2006 15:23:12
31334,03/20/2006 00:00:00,650,S01,03/03/2006 00:00:00
31336,03/20/2006 00:00:00,550,S02,01/20/2006 00:00:00
31336,03/20/2006 00:00:00,1100,SATC,01/20/2006 00:00:00
31336,03/20/2006 00:00:00,550,S01,01/20/2006 00:00:00
31336,03/20/2006 00:00:00,87,MATH,03/01/2006 00:00:00
31336,03/20/2006 00:00:00,24,WRIT,03/01/2006 00:00:00
31337,03/20/2006 00:00:00,28,A01,01/12/2005 00:00:00
31337,03/20/2006 00:00:00,A,E11,03/06/2006 00:00:00
31337,03/20/2006 00:00:00,28,A05,03/02/2005 00:00:00
31337,03/20/2006 11:27:35,1240,SATT,03/02/2005 00:00:00
31338,12/14/2007 15:35:12,30,A01,03/20/2006 00:00:00
31338,12/14/2007 15:35:12,29,A02,03/20/2006 00:00:00
31338,12/14/2007 15:35:12,25,A05,03/20/2006 00:00:00
31338,12/14/2007 15:35:12,18,A03,03/20/2006 00:00:00
31338,12/14/2007 15:35:12,23,A04,03/20/2006 00:00:00
31339,12/14/2007 15:35:12,570,S01,03/20/2006 14:56:16
31339,12/14/2007 15:35:12,1633,SATC,03/20/2006 14:56:16
31339,12/14/2007 15:35:12,609,S07,03/20/2006 14:56:16
31339,12/14/2007 15:35:12,454,S02,03/20/2006 14:56:16
31340,12/14/2007 15:35:12,35,A01,03/20/2006 17:40:58
31340,12/14/2007 15:35:12,30,A02,03/20/2006 17:40:58
31340,12/14/2007 15:35:12,25,A04,03/20/2006 17:40:58
31340,12/14/2007 15:35:12,29,A03,03/20/2006 17:40:58
31340,12/14/2007 15:35:12,1551,SATC,06/18/2006 17:40:58
31340,12/14/2007 15:35:12,691,S01,06/18/2006 17:40:58
31340,12/14/2007 15:35:12,408,S02,06/18/2006 17:40:58
31340,12/14/2007 15:35:12,452,S07,06/18/2006 17:40:58
31340,12/14/2007 15:35:12,29,A05,03/20/2006 17:40:58
31341,12/14/2007 15:35:12,23,A01,03/21/2006 00:00:00
31341,12/14/2007 15:35:12,19,A02,03/21/2006 00:00:00
31341,12/14/2007 15:35:12,34,A04,03/21/2006 00:00:00
31341,12/14/2007 15:35:12,28,A03,03/21/2006 00:00:00
31341,12/14/2007 15:35:12,26,A05,03/21/2006 00:00:00
31342,12/14/2007 15:35:12,493,S01,03/21/2006 00:00:00
31342,12/14/2007 15:35:12,1791,SATC,03/21/2006 00:00:00
31342,12/14/2007 15:35:12,682,S07,03/21/2006 00:00:00
31342,12/14/2007 15:35:12,616,S02,03/21/2006 00:00:00
31343,03/21/2006 00:00:00,32,A05,12/01/2004 00:00:00
31343,03/21/2006 11:34:15,1410,SATT,12/01/2004 00:00:00
31344,10/10/2007 17:28:44,0950,SATT,10/10/2007 00:00:00
31344,10/10/2007 17:28:44,20,A05,10/10/2007 00:00:00
31345,12/14/2007 15:35:12,19,A01,10/03/2005 23:49:47
31345,12/14/2007 15:35:12,19,A02,10/03/2005 23:49:47
31345,12/14/2007 15:35:12,22,A04,10/03/2005 23:49:47
31345,12/14/2007 15:35:12,29,A03,10/03/2005 23:49:47
31345,12/14/2007 15:35:12,1837,SATC,01/01/2006 23:49:47
31345,12/14/2007 15:35:12,636,S01,01/01/2006 23:49:47
31345,12/14/2007 15:35:12,764,S02,01/01/2006 23:49:47
31345,12/14/2007 15:35:12,437,S07,01/01/2006 23:49:47
31345,12/14/2007 15:35:12,22,A05,10/03/2005 23:49:47
31346,12/14/2007 15:35:12,23,A01,10/03/2005 23:50:34
31346,12/14/2007 15:35:12,35,A02,10/03/2005 23:50:34
31346,12/14/2007 15:35:12,30,A05,10/03/2005 23:50:34
31346,12/14/2007 15:35:12,32,A03,10/03/2005 23:50:34
31346,12/14/2007 15:35:12,30,A04,10/03/2005 23:50:34
31347,12/14/2007 15:35:12,586,S01,10/04/2005 16:59:18
31347,12/14/2007 15:35:12,2006,SATC,10/04/2005 16:59:18
31347,12/14/2007 15:35:12,681,S07,10/04/2005 16:59:18
31347,12/14/2007 15:35:12,739,S02,10/04/2005 16:59:18
31348,12/14/2007 15:35:12,29,A01,10/05/2005 14:56:59
31348,12/14/2007 15:35:12,24,A02,10/05/2005 14:56:59
31348,12/14/2007 15:35:12,33,A04,10/05/2005 14:56:59
31348,12/14/2007 15:35:12,30,A03,10/05/2005 14:56:59
31348,12/14/2007 15:35:12,1953,SATC,01/03/2006 14:56:59
31348,12/14/2007 15:35:12,683,S01,01/03/2006 14:56:59
31348,12/14/2007 15:35:12,509,S02,01/03/2006 14:56:59
31348,12/14/2007 15:35:12,761,S07,01/03/2006 14:56:59
31348,12/14/2007 15:35:12,29,A05,10/05/2005 14:56:59
31349,12/14/2007 15:35:12,18,A04,03/21/2006 13:14:39
31349,12/14/2007 15:35:12,35,A03,03/21/2006 13:14:39
31349,12/14/2007 15:35:12,30,A02,03/21/2006 13:14:39
31349,12/14/2007 15:35:12,25,A01,03/21/2006 13:14:39
31349,12/14/2007 15:35:12,27,A05,03/21/2006 13:14:39
31350,12/14/2007 15:35:12,761,S01,09/22/2005 14:07:18
31350,12/14/2007 15:35:12,2009,SATC,09/22/2005 14:07:18
31350,12/14/2007 15:35:12,791,S07,09/22/2005 14:07:18
31350,12/14/2007 15:35:12,457,S02,09/22/2005 14:07:18
31351,03/22/2006 00:00:00,30,A05,03/22/2006 00:00:00
31351,03/22/2006 09:19:56,1320,SATT,03/22/2006 00:00:00
31354,12/14/2007 15:35:12,32,A01,03/22/2006 11:41:02
31354,12/14/2007 15:35:12,26,A02,03/22/2006 11:41:02
31354,12/14/2007 15:35:12,35,A04,03/22/2006 11:41:02
31354,12/14/2007 15:35:12,29,A03,03/22/2006 11:41:02
31354,12/14/2007 15:35:12,1607,SATC,06/20/2006 11:41:02
31354,12/14/2007 15:35:12,433,S01,06/20/2006 11:41:02
31354,12/14/2007 15:35:12,633,S02,06/20/2006 11:41:02
31354,12/14/2007 15:35:12,541,S07,06/20/2006 11:41:02
31354,12/14/2007 15:35:12,30,A05,03/22/2006 11:41:02
31355,12/14/2007 15:35:12,22,A01,03/22/2006 14:59:19
31355,12/14/2007 15:35:12,21,A02,03/22/2006 14:59:19
31355,12/14/2007 15:35:12,23,A05,03/22/2006 14:59:19
31355,12/14/2007 15:35:12,30,A03,03/22/2006 14:59:19
31355,12/14/2007 15:35:12,20,A04,03/22/2006 14:59:19
31356,12/14/2007 15:35:12,443,S01,03/22/2006 15:14:36
31356,12/14/2007 15:35:12,1657,SATC,03/22/2006 15:14:36
31356,12/14/2007 15:35:12,721,S07,03/22/2006 15:14:36
31356,12/14/2007 15:35:12,493,S02,03/22/2006 15:14:36
31357,12/14/2007 15:35:12,20,A01,01/21/2006 08:31:22
31357,12/14/2007 15:35:12,22,A02,01/21/2006 08:31:22
31357,12/14/2007 15:35:12,24,A04,01/21/2006 08:31:22
31357,12/14/2007 15:35:12,24,A03,01/21/2006 08:31:22
31357,12/14/2007 15:35:12,1367,SATC,04/21/2006 08:31:22
31357,12/14/2007 15:35:12,547,S01,04/21/2006 08:31:22
31357,12/14/2007 15:35:12,401,S02,04/21/2006 08:31:22
